Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	SMART	SM00490	helicmild6	536	619	1.1E-22	T	25-11-2020	IPR001650	Helicase, C-terminal	
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	1037	1082	-	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	Gene3D	G3DSA:2.30.30.140	-	8	71	6.3E-10	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	1388	1424	-	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	Pfam	PF00271	Helicase conserved C-terminal domain	507	619	8.0E-19	T	25-11-2020	IPR001650	Helicase, C-terminal	
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	ProSiteProfiles	PS50304	Tudor domain profile.	16	78	9.092	T	25-11-2020	IPR002999	Tudor domain	
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	1373	1387	-	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	714	790	-	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	PANTHER	PTHR45629:SF1	DNA EXCISION REPAIR PROTEIN ERCC-6-LIKE 2	73	1291	0.0	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	SMART	SM00487	ultradead3	118	329	2.4E-32	T	25-11-2020	IPR014001	Helicase superfamily 1/2, ATP-binding domain	
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	Pfam	PF00176	SNF2 family N-terminal domain	123	458	4.9E-50	T	25-11-2020	IPR000330	SNF2-related, N-terminal domain	GO:0005524
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	756	781	-	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	CDD	cd04508	TUDOR	20	68	4.32446E-7	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	PANTHER	PTHR45629	-	73	1291	0.0	T	25-11-2020
Acipenser_ruthenus_NC_048323.1_prot_XP_033875288.2_1933	4c656129a6707d53ea8954f1167c0660	1545	MobiDBLite	mobidb-lite	consensus disorder prediction	809	883	-	T	25-11-2020
