Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	Gene3D	G3DSA:2.40.50.90	-	102	245	4.2E-14	T	07-05-2021	IPR035437	SNase-like, OB-fold superfamily	
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	Gene3D	G3DSA:2.30.30.140	-	128	202	4.2E-14	T	07-05-2021
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	PANTHER	PTHR22948	TUDOR DOMAIN CONTAINING PROTEIN	77	264	6.2E-14	T	07-05-2021
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	CDD	cd04508	TUDOR	149	197	6.97686E-4	T	07-05-2021
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	Coils	Coil	Coil	446	466	-	T	07-05-2021
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	Pfam	PF00567	Tudor domain	99	216	6.7E-10	T	07-05-2021	IPR002999	Tudor domain	
Adineta_ricciae_CAJNOR010000175.1_prot_CAF0827946.1_4308	90feb8801e698964c6848cb8463c1821	479	SUPERFAMILY	SSF63748	Tudor/PWWP/MBT	125	218	6.84E-10	T	07-05-2021
Adineta_ricciae_CAJNOR010000259.1_prot_CAF0858450.1_5857	721a59149f63f040ab83c2eca3a6021b	70	MobiDBLite	mobidb-lite	consensus disorder prediction	1	17	-	T	07-05-2021
Adineta_ricciae_CAJNOR010000259.1_prot_CAF0858450.1_5857	721a59149f63f040ab83c2eca3a6021b	70	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	07-05-2021
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	104	162	6.4E-6	T	07-05-2021	IPR000504	RNA recognition motif domain	GO:0003676
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	SMART	SM00715	la	5	87	1.1E-5	T	07-05-2021	IPR006630	La-type HTH domain	
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	ProSitePatterns	PS00194	Thioredoxin family active site.	722	740	-	T	07-05-2021	IPR017937	Thioredoxin, conserved site	GO:0045454
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	689	813	5.1E-29	T	07-05-2021	IPR036249	Thioredoxin-like superfamily	
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	97	165	1.63E-10	T	07-05-2021	IPR035979	RNA-binding domain superfamily	GO:0003676
Adineta_ricciae_CAJNOR010000993.1_prot_CAF1052400.1_15843	263b5e215cd27dda4eab9200d33d376e	815	CDD	cd04508	TUDOR	366	410	7.51077E-4	T	07-05-2021
