Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	PANTHER	PTHR12155	SCHLAFEN	295	374	3.3E-90	T	25-11-2020	IPR029684	Schlafen family	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	PANTHER	PTHR12155	SCHLAFEN	42	290	3.3E-90	T	25-11-2020	IPR029684	Schlafen family	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	Gene3D	G3DSA:3.30.950.30	-	197	337	1.2E-9	T	25-11-2020	IPR038461	Schlafen, AlbA_2 domain superfamily	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	PANTHER	PTHR12155:SF29	SCHLAFEN-LIKE PROTEIN 1	295	374	3.3E-90	T	25-11-2020	IPR029667	Schlafen-like protein 1	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	PANTHER	PTHR12155:SF29	SCHLAFEN-LIKE PROTEIN 1	42	290	3.3E-90	T	25-11-2020	IPR029667	Schlafen-like protein 1	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	Coils	Coil	Coil	354	388	-	T	25-11-2020
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	MobiDBLite	mobidb-lite	consensus disorder prediction	159	182	-	T	25-11-2020
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	MobiDBLite	mobidb-lite	consensus disorder prediction	392	410	-	T	25-11-2020
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	Pfam	PF04326	Putative DNA-binding domain	202	334	5.7E-23	T	25-11-2020	IPR007421	Schlafen, AlbA_2 domain	
Acipenser_ruthenus_NC_048347.1_prot_XP_034761985.1_44815	b5226b25099d22e888029e8554568dd3	425	MobiDBLite	mobidb-lite	consensus disorder prediction	392	419	-	T	25-11-2020
Acropora_digitifera_NW_015442751.1_prot_XP_015750507.1_33472	20781cc53ee88c7de822eb907c26df00	218	PANTHER	PTHR12155:SF41	-	9	216	3.1E-30	T	25-11-2020
Acropora_digitifera_NW_015442751.1_prot_XP_015750507.1_33472	20781cc53ee88c7de822eb907c26df00	218	PANTHER	PTHR12155	SCHLAFEN	9	216	3.1E-30	T	25-11-2020	IPR029684	Schlafen family	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Pfam	PF00514	Armadillo/beta-catenin-like repeat	423	460	2.8E-4	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	PANTHER	PTHR12155:SF41	-	521	710	5.0E-48	T	25-11-2020
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Pfam	PF04326	Putative DNA-binding domain	572	690	3.3E-12	T	25-11-2020	IPR007421	Schlafen, AlbA_2 domain	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	SMART	SM00185	arm_5	378	418	320.0	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	SMART	SM00185	arm_5	71	128	59.0	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	SMART	SM00185	arm_5	420	461	0.012	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	SMART	SM00185	arm_5	27	69	40.0	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Gene3D	G3DSA:2.30.30.140	-	295	391	6.0E-9	T	25-11-2020
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	PANTHER	PTHR12155	SCHLAFEN	521	710	5.0E-48	T	25-11-2020	IPR029684	Schlafen family	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Coils	Coil	Coil	705	731	-	T	25-11-2020
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Gene3D	G3DSA:2.40.50.90	-	142	248	1.9E-6	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	SUPERFAMILY	SSF48371	ARM repeat	15	479	9.05E-17	T	25-11-2020	IPR016024	Armadillo-type fold	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Gene3D	G3DSA:1.25.10.10	-	10	108	2.2E-5	T	25-11-2020	IPR011989	Armadillo-like helical	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Gene3D	G3DSA:1.25.10.10	-	392	493	1.3E-10	T	25-11-2020	IPR011989	Armadillo-like helical	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Pfam	PF00567	Tudor domain	275	395	3.4E-10	T	25-11-2020	IPR002999	Tudor domain	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	Gene3D	G3DSA:3.30.950.30	-	558	700	1.3E-5	T	25-11-2020	IPR038461	Schlafen, AlbA_2 domain superfamily	
Acropora_digitifera_NW_015441148.1_prot_XP_015757330.1_9220	6e57ff9324109f78bb7abcc066faf969	731	ProSiteProfiles	PS50176	Armadillo/plakoglobin ARM repeat profile.	432	460	8.732	T	25-11-2020	IPR000225	Armadillo	GO:0005515
Acropora_digitifera_NW_015441299.1_prot_XP_015766129.1_17085	1e2c7c00ebe8177de5379d8b10e683d0	251	Gene3D	G3DSA:3.30.950.30	-	91	224	7.4E-9	T	25-11-2020	IPR038461	Schlafen, AlbA_2 domain superfamily	
Acropora_digitifera_NW_015441299.1_prot_XP_015766129.1_17085	1e2c7c00ebe8177de5379d8b10e683d0	251	PANTHER	PTHR12155:SF29	SCHLAFEN-LIKE PROTEIN 1	99	189	8.1E-20	T	25-11-2020	IPR029667	Schlafen-like protein 1	
Acropora_digitifera_NW_015441299.1_prot_XP_015766129.1_17085	1e2c7c00ebe8177de5379d8b10e683d0	251	Pfam	PF04326	Putative DNA-binding domain	101	224	6.1E-16	T	25-11-2020	IPR007421	Schlafen, AlbA_2 domain	
Acropora_digitifera_NW_015441299.1_prot_XP_015766129.1_17085	1e2c7c00ebe8177de5379d8b10e683d0	251	PANTHER	PTHR12155	SCHLAFEN	99	189	8.1E-20	T	25-11-2020	IPR029684	Schlafen family	
Actinia_tenebrosa_NW_022258281.1_prot_XP_031548892.1_3595	f3ea9d8fdb0b9b79f3248498cade5823	914	Gene3D	G3DSA:1.25.10.10	-	1	109	2.6E-6	T	26-11-2020	IPR011989	Armadillo-like helical	
Actinia_tenebrosa_NW_022258281.1_prot_XP_031548892.1_3595	f3ea9d8fdb0b9b79f3248498cade5823	914	Coils	Coil	Coil	833	853	-	T	26-11-2020
