Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	190	331	3.27E-27	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.40.50.90	-	512	665	1.3E-61	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	18	167	29.502	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	CDD	cd00175	SNc	540	667	1.08468E-36	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	339	506	1.23E-27	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	CDD	cd00175	SNc	202	329	2.99182E-35	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.30.30.140	-	711	799	1.8E-79	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Pfam	PF00565	Staphylococcal nuclease homologue	64	166	9.0E-11	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Pfam	PF00565	Staphylococcal nuclease homologue	560	667	1.7E-15	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Pfam	PF00565	Staphylococcal nuclease homologue	369	502	2.3E-10	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Pfam	PF00565	Staphylococcal nuclease homologue	221	329	3.6E-12	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	342	503	28.967	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SMART	SM00333	TUDOR_7	735	792	5.6E-18	T	25-11-2020	IPR002999	Tudor domain	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	194	329	29.158	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSiteProfiles	PS50304	Tudor domain profile.	736	794	16.648	T	25-11-2020	IPR002999	Tudor domain	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	CDD	cd04508	TUDOR	740	784	5.55694E-16	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	747	908	6.93E-13	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF63748	Tudor/PWWP/MBT	713	793	4.29E-19	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.40.50.90	-	17	184	8.8E-45	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.40.50.90	-	185	340	7.2E-46	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	532	667	30.401	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	PANTHER	PTHR12302	EBNA2 BINDING PROTEIN P100	5	916	0.0	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	PIRSF	PIRSF017179	RISC-Tudor-SN	6	914	0.0	T	25-11-2020	IPR016685	RNA-induced silencing complex, nuclease component Tudor-SN	GO:0016442|GO:0031047
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	PANTHER	PTHR12302:SF13	STAPHYLOCOCCAL NUCLEASE DOMAIN-CONTAINING PROTEIN 1	5	916	0.0	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	526	672	1.7E-28	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	18	168	6.02E-24	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Pfam	PF00567	Tudor domain	687	802	3.1E-25	T	25-11-2020	IPR002999	Tudor domain	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.40.50.90	-	341	511	3.2E-54	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	MobiDBLite	mobidb-lite	consensus disorder prediction	57	77	-	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	ProSitePatterns	PS01284	Thermonuclease family signature 2.	103	113	-	T	25-11-2020	IPR002071	Thermonuclease active site	GO:0003676|GO:0004518
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	CDD	cd00175	SNc	351	503	1.19065E-35	T	25-11-2020
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	Gene3D	G3DSA:2.40.50.90	-	686	886	1.8E-79	T	25-11-2020	IPR035437	SNase-like, OB-fold superfamily	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SMART	SM00318	SNASE_2	18	167	2.1E-42	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SMART	SM00318	SNASE_2	342	503	1.0E-49	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SMART	SM00318	SNASE_2	532	667	1.8E-40	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048329.1_prot_XP_033881959.1_14951	7eb571bed574d660c68e712d00475fb8	917	SMART	SM00318	SNASE_2	194	329	2.9E-47	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	SUPERFAMILY	SSF50199	Staphylococcal nuclease	190	331	3.27E-27	T	25-11-2020
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	18	167	29.502	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	CDD	cd00175	SNc	540	667	1.3042E-36	T	25-11-2020
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	CDD	cd00175	SNc	202	329	3.42692E-35	T	25-11-2020
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	ProSiteProfiles	PS50830	Thermonuclease domain profile.	342	503	28.967	T	25-11-2020	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	
Acipenser_ruthenus_NC_048336.1_prot_XP_033888738.1_29688	b26f48c5427674ed1ea4a4d7bd16854e	917	Pfam	PF00567	Tudor domain	687	802	2.9E-25	T	25-11-2020	IPR002999	Tudor domain	
